id,position,track
1907961,C1,"Via Chicago"
1907961,C2,"ELT"
1907961,C3,"My Darling"
1907961,C4,"When You Wake Up Feeling Old"
1907961,D1,"Summer Teeth"
1907961,D2,"In A Future Age"
1907961,D3,"Candy Floss"
1907961,D4,"A Shot In The Arm (Remix)"
1907961,CD-1,"Can't Stand It"
1907961,CD-2,"She's A Jar"
1907961,CD-3,"A Shot In The Arm"
1907961,CD-4,"We're Just Friends"
1907961,CD-5,"I'm Always In Love"
1907961,CD-6,"Nothing'severgonnastandinmyway (Again)"
1907961,CD-7,"Pieholden Suite"
1907961,CD-8,"How To Fight Loneliness"
1907961,CD-9,"Via Chicago"
1907961,CD-10,"ELT"
1907961,CD-11,"My Darling"
1907961,CD-12,"When You Wake Up Feeling Old"
1907961,CD-13,"Summer Teeth"
1907961,CD-14,"In A Future Age"
1907961,CD-15,"Candyfloss"
1222645,A1,"At Least That's What You Said"
1222645,A2,"Hell Is Chrome"
1222645,A3,"Spiders (Kidsmoke)"
1222645,B1,"Muzzle Of Bees"
1222645,B2,"Hummingbird"
1222645,B3,"Handshake Drugs"
1222645,C1,"Wishful Thinking"
1222645,C2,"Company In My Back"
1222645,C3,"I'm A Wheel"
1222645,C4,"Theologians"
1222645,D1,"Less Than You Think"
1222645,D2,"The Late Greats"
1259612,A1,"Clap Your Hands!"
1259612,A2,"Let The Cool Goddess Rust Away"
1259612,A3,"Over And Over Again (Lost And Found)"
1259612,A4,"Sunshine And Clouds (And Everything Proud)"
1259612,A5,"Details Of The War"
1259612,A6,"The Skin Of My Yellow Country Teeth"
1259612,A7,"Is This Love?"
1259612,B1,"Heavy Metal"
1259612,B2,"Blue Turning Gray"
1259612,B3,"In This Home On Ice"
1259612,B4,"Gimme Some Salt"
1259612,B5,"Upon This Tidal Wave Of Young Blood"
9861643,A1,"The Bird"
9861643,A2,"Heart Don't Stand A Chance"
9861643,A3,"The Waters ft. BJ The Chicago Kid"
9861643,A4,"The Season/ Carry Me"
9861643,B1,"Put Me Thru"
9861643,B2,"Am I Wrong ft. Schoolboy Q"
9861643,B3,"Without You ft. Rapsody (2)"
9861643,B4,"Parking Lot"
9861643,C1,"Lite Weight ft. The Free Nationals United Fellowship Choir"
9861643,C2,"Room In Here ft. The Game (2)"
9861643,C3,"Water Fall (Interluuube)"
9861643,C4,"Your Prime"
9861643,D1,"Come Down"
9861643,D2,"Silicon Valley"
9861643,D3,"Celebrate"
9861643,D4,"The Dreamer ft. Timan Family Choir"
375912,A1,"Ruby, My Dear"
375912,A2,"Trinkle, Tinkle"
375912,A3,"Off Minor"
375912,B1,"Nutty"
375912,B2,"Epistrophy"
375912,B3,"Functional"
163751,A,"There There"
163751,B1,"Paperbag Writer"
163751,B2,"Where Bluebirds Fly"
8162188,A1,"Five Years"
8162188,A2,"Soul Love"
8162188,A3,"Moonage Daydream"
8162188,A4,"Starman"
8162188,A5,"It Ain't Easy"
8162188,B1,"Lady Stardust"
8162188,B2,"Star"
8162188,B3,"Hang On To Yourself"
8162188,B4,"Ziggy Stardust"
8162188,B5,"Suffragette City"
8162188,B6,"Rock 'N' Roll Suicide"
6301074,A1,"Tough Love"
6301074,A2,"You & I (Forever)"
6301074,A3,"Cruel"
6301074,A4,"Say You Love Me"
6301074,B1,"Sweetest Song"
6301074,B2,"Kind Of...Sometimes...Maybe"
6301074,B3,"Want Your Feeling"
6301074,C1,"Pieces"
6301074,C2,"Keep On Lying"
6301074,C3,"Champagne Kisses"
6301074,C4,"Desire"
6301074,D1,"All On You"
6301074,D2,"Share It All"
6301074,D3,"The Way We Are"
6301074,D4,"Midnight Caller"
6790128,A1,"Fear Not Of Man"
6790128,A2,"Hip Hop"
6790128,A3,"Love"
6790128,A4,"Ms. Fat Booty"
6790128,B1,"Speed Law"
6790128,B2,"Do It Now ft. Busta Rhymes"
6790128,B3,"Got"
6790128,B4,"Umi Says"
6790128,C1,"New World Water"
6790128,C2,"Rock 'n' Roll"
6790128,C3,"Know That"
6790128,C4,"Climb ft. Vinia Mojica"
6790128,D1,"Brooklyn"
6790128,D2,"Habitat"
6790128,D3,"Mr. Nigga ft. Q-Tip"
6790128,D4,"Mathematics"
6790128,D5,"May - December"
6625795,A1,"Ain't That Easy"
6625795,A2,"1000 Deaths"
6625795,A3,"The Charade"
6625795,B1,"Sugah Daddy"
6625795,B2,"Really Love"
6625795,C1,"Back To the Future (Part I)"
6625795,C2,"Till It's Done (Tutu)"
6625795,C3,"Prayer"
6625795,D1,"Betray My Heart"
6625795,D2,"The Door"
6625795,D3,"Back To the Future (Part II)"
6625795,D4,"Another Life"
9485790,A1,"Do I Move You?"
9485790,A2,"Day And Night"
9485790,A3,"In The Dark"
9485790,A4,"Real Real"
9485790,A5,"My Man's Gone Now"
9485790,A6,"Backlash Blues"
9485790,B1,"I Want A Little Sugar In My Bowl"
9485790,B2,"Buck"
9485790,B3,"Since I Fell For You"
9485790,B4,"The House Of The Rising Sun"
9485790,B5,"Blues For Mama"
1355727,A1,"What Ever Happened?"
1355727,A2,"Reptilia"
1355727,A3,"Automatic Stop"
1355727,A4,"12:51"
1355727,A5,"You Talk Way Too Much"
1355727,A6,"Between Love & Hate"
1355727,B1,"Meet Me In The Bathroom"
1355727,B2,"Under Control"
1355727,B3,"The Way It Is"
1355727,B4,"The End Has No End"
1355727,B5,"I Can't Win"
1545865,A1,"Resurrection"
1545865,A2,"I Used To Love H.E.R."
1545865,A3,"Watermelon"
1545865,A4,"Book Of Life"
1545865,A5,"In My Own World (Check The Method)"
1545865,A6,"Another Wasted Nite With..."
1545865,A7,"Nuthin' To Do"
1545865,B1,"Communism"
1545865,B2,"WMOE"
1545865,B3,"Thisisme"
1545865,B4,"Orange Pineapple Juice"
1545865,B5,"Chapter 13 (Rich Man Vs. Poor Man)"
1545865,B6,"Maintaining"
1545865,B7,"Sum Shit I Wrote"
1545865,B8,"Pop's Rap"
4372862,A1,"Open"
4372862,A2,"The Fall"
4372862,A3,"Last Dance"
4372862,A4,"Verse"
4372862,A5,"Shed Some Blood"
4372862,B1,"3 Days"
4372862,B2,"One Of Those Summer Days"
4372862,B3,"Major Minor Love"
4372862,B4,"Hunger"
4372862,B5,"Woman"
1901255,A1,"The Queen Is Dead (Take Me Back To Dear Old Blighty (Medley))"
1901255,A2,"Frankly, Mr. Shankly"
1901255,A3,"I Know It's Over"
1901255,A4,"Never Had No One Ever"
1901255,A5,"Cemetry Gates"
1901255,B1,"Bigmouth Strikes Again"
1901255,B2,"The Boy With The Thorn In His Side"
1901255,B3,"Vicar In A Tutu"
1901255,B4,"There Is A Light That Never Goes Out"
1901255,B5,"Some Girls Are Bigger Than Others"
2606952,A1,"Dark Fantasy"
2606952,A2,"Gorgeous ft. Raekwon"
2606952,B1,"Power"
2606952,B2,"All Of The Lights (Interlude)"
2606952,B3,"All Of The Lights"
2606952,C,"Monster ft. Rick Ross"
2606952,D1,"So Appalled ft. Swizz Beatz"
2606952,D2,"Devil In A New Dress ft. Rick Ross"
2606952,E1,"Runaway ft. Pusha T"
2606952,E2,"Hell Of A Life"
2606952,F1,"Blame Game ft. John Legend"
2606952,F2,"Lost In The World ft. Bon Iver"
2606952,F3,"Who Will Survive In America"
8379739,A1,"Red Intro"
8379739,A2,"How Many Mics"
8379739,A3,"Ready Or Not"
8379739,A4,"Zealots"
8379739,A5,"The Beast"
8379739,B1,"Fu-Gee-La"
8379739,B2,"Family Business"
8379739,B3,"Killing Me Softly"
8379739,C1,"The Score"
8379739,C2,"The Mask"
8379739,C3,"Cowboys"
8379739,D1,"No Woman, No Cry"
8379739,D2,"Manifest / Outro"
8379739,E1,"Fu-Gee-La (Refugee Camp Remix)"
8379739,E2,"Mista Mista"
8379739,F,"Fu-Gee-La (Sly & Robbie Mix)"
8117868,A1,"Old Friends"
8117868,A2,"Cadmium"
8117868,A3,"Then Again"
8117868,A4,"Aphasia"
8117868,B5,"Visiting"
8117868,B6,"Waveform"
8117868,B7,"Size Of The Moon"
8117868,B8,"New Friends"
8596847,A1,"No Woman"
8596847,A2,"The Falls"
8596847,A3,"Golden Days"
8596847,A4,"Dave's Song"
8596847,A5,"Light Upon the Lake"
8596847,B1,"No Matter Where We Go"
8596847,B2,"On My Own"
8596847,B3,"Red Moon"
8596847,B4,"Polly"
8596847,B5,"Follow"
1172564,A1,"Psycho Killer"
1172564,A2,"Swamp"
1172564,A3,"Slippery People"
1172564,A4,"Burning Down The House"
1172564,A5,"Girlfriend Is Better"
1172564,B1,"Once In A Lifetime"
1172564,B2,"What A Day That Was"
1172564,B3,"Life During Wartime"
1172564,B4,"Take Me To The River"
8131669,A1,"Born Under Punches (The Heat Goes On)"
8131669,A2,"Crosseyed And Painless"
8131669,A3,"The Great Curve"
8131669,B1,"Once In A Lifetime"
8131669,B2,"Houses In Motion"
8131669,B3,"Seen And Not Seen"
8131669,B4,"Listening Wind"
8131669,B5,"The Overload"
170719,A1,"Burning Down The House"
170719,A2,"Making Flippy Floppy"
170719,A3,"Girlfriend Is Better"
170719,A4,"Slippery People"
170719,A5,"I Get Wild / Wild Gravity"
170719,B1,"Swamp"
170719,B2,"Moon Rocks"
170719,B3,"Pull Up The Roots"
170719,B4,"This Must Be The Place (Naive Melody)"
500311,A1,"Chill Pill (Vocal)"
500311,A2,"Chill Pill (Instrumental)"
500311,B1,"Chill Pill (Vocal)"
500311,B2,"Chill Pill (Under Water Mix)"
619872,A1,"Donuts (Outro)"
619872,A2,"Workinonit"
619872,A3,"Waves"
619872,A4,"Light My Fire"
619872,A5,"The New"
619872,A6,"Stop"
619872,A7,"People"
619872,A8,"The Diff'rence"
619872,B1,"Mash"
619872,B2,"Time: The Donut Of The Heart"
619872,B3,"Glazed"
619872,B4,"Airworks"
619872,B5,"Lightworks"
619872,B6,"Stepson Of The Clapper"
619872,B7,"The Twister (Huh, What)"
619872,C1,"One Eleven"
619872,C2,"Two Can Win"
619872,C3,"Don't Cry"
619872,C4,"Anti-American Graffiti"
619872,C5,"Geek Down"
619872,C6,"Thunder"
619872,C7,"Gobstopper"
619872,D1,"One For Ghost"
619872,D2,"Dilla Says Go"
619872,D3,"Walkinonit"
619872,D4,"The Factory"
619872,D5,"U-Love"
619872,D6,"Hi."
619872,D7,"Bye."
619872,D8,"Last Donut Of The Night"
619872,D9,"Donuts (Intro)"
9360950,A1,"Intro"
9360950,A2,"Livvin"
9360950,A3,"Wngs"
9360950,A4,"Best One"
9360950,A5,"What More Can I Say"
9360950,A6,"Kutless"
9360950,B1,"Lyk Dis"
9360950,B2,"Can’t Stop"
9360950,B3,"Get Bigger / Do U Luv"
9360950,B4,"Khadija"
9360950,C1,"H.A.N."
9360950,C2,"Scared Money"
9360950,C3,"Suede"
9360950,C4,"Starlite"
9360950,D1,"Sidepiece"
9360950,D2,"Jodi"
9360950,D3,"Link Up"
9360950,D4,"Another Time"
9360950,D5,"Fkku"
6636294,A1,"I Love You, Honeybear"
6636294,A2,"Chateau Lobby #4 (In C For Two Virgins)"
6636294,A3,"True Affection"
6636294,B1,"The Night Josh Tillman Came To Our Apt."
6636294,B2,"When You're Smiling And Astride Me"
6636294,B3,"Nothing Good Ever Happens At The Goddamn Thirsty Crow"
6636294,C1,"Strange Encounter"
6636294,C2,"The Ideal Husband"
6636294,C3,"Bored In The USA"
6636294,D1,"Holy Shit"
6636294,D2,"I Went To The Store One Day"
10058415,A,"Real Love Baby"
10058415,B,"Rejected Generic Pop Song March `15 #3"
10081123,A1,"Pure Comedy"
10081123,A2,"Total Entertainment Forever Play"
10081123,A3,"Things It Would Have Been Helpful To Know Before The Revolution"
10081123,A4,"Ballad Of The Dying Man"
10081123,B1,"Birdie"
10081123,B2,"Leaving LA"
10081123,C1,"A Bigger Paper Bag"
10081123,C2,"When The God Of Love Returns There'll Be Hell To Pay"
10081123,C3,"Smoochie"
10081123,C4,"Two Wildly Different Perspectives Play"
10081123,C5,"The Memo"
10081123,D1,"So I'm Growing Old On Magic Mountain"
10081123,D2,"In Twenty Years Or So"
305438,A1,"Let's Get It On"
305438,A2,"Please Don't Stay (Once You Go Away)"
305438,A3,"If I Should Die Tonight"
305438,A4,"Keep Gettin' It On"
305438,B1,"Come Get To This"
305438,B2,"Distant Lover"
305438,B3,"You Sure Love To Ball"
305438,B4,"Just To Keep You Satisfied"
3975953,A1,"Sherane a.k.a Master Splinter’s Daughter"
3975953,A2,"Bitch, Don’t Kill My Vibe"
3975953,A3,"Backseat Freestyle"
3975953,A4,"The Art Of Peer Pressure"
3975953,B1,"Money Trees ft. Jay Rock (2)"
3975953,B2,"Poetic Justice ft. Drake"
3975953,B3,"Good Kid"
3975953,B4,"m.A.A.d City ft. MC Eiht"
3975953,C1,"Swimming Pools (Drank) (Extended Version)"
3975953,C2,"Sing About Me, I'm Dying Of Thirst"
3975953,C3,"Real ft. Anna Wise"
3975953,D1,"Compton ft. Dr. Dre"
3975953,D2,"The Recipe ft. Dr. Dre"
3975953,D3,"Black Boy Fly"
3975953,D4,"Now Or Never ft. Mary J. Blige"
7557957,A1,"Wesley's Theory ft. Thundercat"
7557957,A2,"For Free? (Interlude)"
7557957,A3,"King Kunta"
7557957,A4,"Institutionalized ft. Snoop Dogg"
7557957,A5,"These Walls ft. Thundercat"
7557957,B1,"U"
7557957,B2,"Alright"
7557957,B3,"For Sale? (Interlude)"
7557957,B4,"Momma"
7557957,C1,"Hood Politics"
7557957,C2,"How Much A Dollar Cost ft. Ronald Isley"
7557957,C3,"Complexion (A Zulu Love) ft. Rapsody (2)"
7557957,C4,"The Blacker The Berry ft. Lalah Hathaway"
7557957,D1,"You Ain't Gotta Lie (Momma Said)"
7557957,D2,"I"
7557957,D3,"Mortal Man"
2229427,A1,"20 Feet Tall"
2229427,A2,"Window Seat"
2229427,A3,"Agitation"
2229427,B1,"Turn Me Away (Get MuNNY)"
2229427,B2,"Gone Baby, Don't Be Long"
2229427,B3,"Umm Hmm"
2229427,C1,"Love"
2229427,C2,"You Loving Me (Session)"
2229427,C3,"Fall In Love (Your Funeral)"
2229427,D1,"Strawberry Incense ft. Kirsten Agnesta"
2229427,D2,"Out My Mind, Just In Time"
3129975,A1,"Liquid Swords"
3129975,A2,"Duel Of The Iron Mic ft. Rollie Fingers"
3129975,A3,"Living In The World Today"
3129975,B1,"Gold"
3129975,B2,"Cold World ft. Rollie Fingers"
3129975,B3,"Labels"
3129975,C1,"4th Chamber ft. Tony Starks"
3129975,C2,"Shadowboxin' ft. Method Man"
3129975,C3,"Hell's Wind Staff ft. Masta Killa"
3129975,C4,"Killah Hills 10304"
3129975,D1,"Investigative Reports ft. U-God"
3129975,D2,"Swordsman"
3129975,D3,"I Gotcha Back"
9816263,A1,"Snake Eyes"
9816263,A2,"Just Hangin' Out"
9816263,A3,"Looking At The Front Door"
9816263,A4,"Large Professor"
9816263,A5,"Just A Friendly Game Of Baseball"
9816263,A6,"Scratch & Kut"
9816263,B1,"Peace Is Not The Word To Play"
9816263,B2,"Vamos A Rapiar"
9816263,B3,"He Got So Much Soul (He Don't Need No Music)"
9816263,B4,"Live At The Barbeque"
9816263,B5,"Watch Roger Do His Thing"
9816263,C,"Peace Is Not The Word To Play (Remix)"
9816263,D,"How My Man Went Down In The Game"
7409818,A1,"Brown Sugar"
7409818,A2,"Alright"
7409818,A3,"Jonz In My Bonz"
7409818,B1,"Me And Those Dreamin' Eyes Of Mine"
7409818,B2,"Sh*t, Damn, Motherf*cker"
7409818,B3,"Smooth"
7409818,C1,"Crusin'"
7409818,C2,"When We Get By"
7409818,D1,"Lady"
7409818,D2,"Higher"
5894557,A1,"Playa Playa"
5894557,A2,"Devil's Pie"
5894557,A3,"Left & Right"
5894557,B1,"The Line"
5894557,B2,"Send It On"
5894557,B3,"Chicken Grease"
5894557,B4,"One Mo' Gin"
5894557,C1,"The Root"
5894557,C2,"Spanish Joint"
5894557,C3,"Feel Like Makin' Love"
5894557,D1,"Greatdayndamornin' / Booty"
5894557,D2,"Untitled (How Does It Feel)"
5894557,D3,"Africa"
152332,A1,"One More Time"
152332,A2,"Aerodynamic"
152332,A3,"Digital Love"
152332,B1,"Harder, Better, Faster, Stronger"
152332,B2,"Crescendolls"
152332,B3,"Nightvision"
152332,B4,"Superheroes"
152332,C1,"High Life"
152332,C2,"Something About Us"
152332,C3,"Voyager"
152332,C4,"Veridis Quo"
152332,D1,"Short Circuit"
152332,D2,"Face To Face"
152332,D3,"Too Long"
2085604,A1,"Let's Go Crazy"
2085604,A2,"Take Me With U"
2085604,A3,"The Beautiful Ones"
2085604,A4,"Computer Blue"
2085604,A5,"Darling Nikki"
2085604,B1,"When Doves Cry"
2085604,B2,"I Would Die 4 U"
2085604,B3,"Baby I'm A Star"
2085604,B4,"Purple Rain"
7699636,A1,"1999"
7699636,A2,"Little Red Corvette"
7699636,A3,"Delirious"
7699636,B1,"Let's Pretend We're Married"
7699636,B2,"D.M.S.R."
7699636,C1,"Automatic"
7699636,C2,"Something In The Water (Does Not Compute)"
7699636,C3,"Free"
7699636,D1,"Lady Cab Driver"
7699636,D2,"All The Critics Love U In New York"
7699636,D3,"International Lover"
9233121,A1,"Downward Spiral"
9233121,A2,"Tell Me What I Don't Know"
9233121,A3,"Rolling Stone ft. Petite Noir"
9233121,B1,"Really Doe ft. Kendrick Lamar"
9233121,B2,"Lost"
9233121,B3,"Ain't It Funny"
9233121,B4,"Golddust"
9233121,C1,"White Lines"
9233121,C2,"Pneumonia"
9233121,C3,"Dance In The Water"
9233121,C4,"From The Ground ft. Kelela"
9233121,D1,"When It Rain"
9233121,D2,"Today"
9233121,D3,"Get Hi ft. B-Real"
9233121,D4 ,"Hell For It"
4366953,A1,"Monk's Dream"
4366953,A2,"Body And Soul"
4366953,A3,"Bright Mississippi"
4366953,A4,"Five Spot Blues"
4366953,B1,"Bolivar Blues"
4366953,B2,"Just A Gigolo"
4366953,B3,"Bye-Ya"
4366953,B4,"Sweet And Lovely"
4366953,B5,"Monk's Dream [Original Version]"
1174296,A1,"15 Step"
1174296,A2,"Bodysnatchers"
1174296,A3,"Nude"
1174296,A4,"Weird Fishes/Arpeggi"
1174296,A5,"All I Need"
1174296,B1,"Faust Arp"
1174296,B2,"Reckoner"
1174296,B3,"House Of Cards"
1174296,B4,"Jigsaw Falling Into Place"
1174296,B5,"Videotape"
10505306,A1,"Airbag"
10505306,A2,"Paranoid Android"
10505306,A3,"Subterranean Homesick Alien"
10505306,B1,"Exit Music (For A Film)"
10505306,B2,"Let Down"
10505306,B3,"Karma Police"
10505306,C1,"Fitter Happier"
10505306,C2,"Electioneering"
10505306,C3,"Climbing Up The Walls"
10505306,C4,"No Surprises"
10505306,D1,"Lucky"
10505306,D2,"The Tourist"
10505306,E1,"I Promise"
10505306,E2,"Man Of War"
10505306,E3,"Lift"
10505306,E4,"Lull"
10505306,E5,"Meeting In The Aisle"
10505306,F1,"Melatonin"
10505306,F2,"A Reminder"
10505306,F3,"Polyethylene (Parts 1 & 2)"
10505306,F4,"Pearly*"
10505306,F5,"Palo Alto"
10505306,F6,"How I Made My Millions"
10106408,A1,"In Heaven"
10106408,A2,"The Woman That Loves You"
10106408,A3,"Rugged Country"
10106408,A4,"Everybody Wants To Love You!"
10106408,B1,"Psychopomp"
10106408,B2,"Jane Cum"
10106408,B3,"Heft"
10106408,B4,"Moon On The Bath"
10106408,B5,"Triple 7"
9656791,A1,"Intro"
9656791,A2,"VCR"
9656791,A3,"Crystalised"
9656791,A4,"Islands"
9656791,A5,"Heart Skipped A Beat"
9656791,A6,"Hot Like Fire"
9656791,B1,"Fantasy"
9656791,B2,"Shelter"
9656791,B3,"Basic Space"
9656791,B4,"Infinity"
9656791,B5,"Night Time"
9656791,B6,"Stars"
